flight_id,airline,origin,destination,departure_hour,distance_km,nb_passengers,weather_score,runway_congestion,aircraft_age_years,delay_minutes,severe_delay
FL01292,Lufthansa,FCO,LHR,15,2267.7,340,6.8,0.157,20,24.7,0
FL01293,British,FRA,AMS,2,1684.8,95,6.1,0.777,25,9.9,0
FL01294,EasyJet,FRA,AMS,20,2881.8,254,5.8,0.308,16,-8.6,0
FL01295,British,MAD,AMS,22,2186.6,150,1.8,0.342,17,23.3,0
FL01296,Ryanair,FRA,MAD,19,1943.3,240,3.9,0.191,10,39.0,1
FL01297,Lufthansa,FRA,FCO,21,1616.9,215,7.0,0.613,5,22.3,0
FL01298,Lufthansa,FCO,FRA,22,2036.9,244,5.2,0.117,24,-26.1,0
FL01299,Ryanair,FCO,LHR,6,2214.0,252,6.8,0.246,16,3.1,0
FL01300,EasyJet,AMS,FRA,4,1115.1,116,9.7,0.984,1,-31.8,0
FL01301,AirFrance,LHR,MAD,15,1755.2,221,4.8,0.982,21,58.4,1
FL01302,EasyJet,MAD,AMS,10,682.2,172,7.8,0.041,3,6.1,0
FL01303,Ryanair,CDG,FCO,17,1158.9,129,7.2,0.891,19,51.3,1
FL01304,British,FCO,FRA,9,1675.4,198,6.4,0.928,12,29.5,0
FL01305,Lufthansa,LHR,CDG,17,2169.2,192,9.7,0.542,1,30.5,1
FL01306,British,FRA,AMS,3,606.2,288,5.1,0.174,8,6.9,0
FL01307,Ryanair,CDG,LHR,7,2447.7,302,6.4,0.213,4,39.7,1
FL01308,EasyJet,MAD,LHR,23,3142.0,274,,0.205,22,-11.0,0
FL01309,EasyJet,MAD,FCO,10,1330.7,335,4.5,0.205,5,0.2,0
FL01310,EasyJet,LHR,AMS,6,997.4,260,3.2,0.231,20,-2.4,0
FL01311,EasyJet,CDG,FCO,7,2365.5,113,8.2,0.345,13,46.5,1
FL01312,EasyJet,MAD,CDG,13,1115.8,197,9.2,0.158,8,13.4,0
FL01313,British,FCO,AMS,19,1999.0,180,9.8,0.761,3,31.1,1
FL01314,British,FCO,AMS,1,1101.3,348,5.1,0.859,9,10.8,0
FL01315,Lufthansa,LHR,AMS,9,833.2,114,1.8,,21,40.5,1
FL01316,Lufthansa,FRA,FCO,15,3314.5,165,8.3,0.713,3,-24.6,0
FL01317,AirFrance,FRA,LHR,17,697.2,316,4.3,0.534,6,20.1,0
FL01318,Lufthansa,FRA,FCO,0,1902.9,109,2.5,0.847,8,48.3,1
FL01319,British,FRA,FCO,8,1779.7,312,2.0,0.64,25,108.8,1
FL01320,Lufthansa,CDG,MAD,14,1992.5,330,4.6,0.404,17,28.7,0
FL01321,EasyJet,FCO,AMS,11,2816.4,287,5.7,0.503,16,14.8,0
FL01322,AirFrance,AMS,FRA,9,669.7,291,3.7,,16,34.9,1
FL01323,Lufthansa,CDG,FRA,13,2780.2,155,6.3,0.14,10,-1.0,0
FL01324,Lufthansa,MAD,FRA,15,1577.6,318,2.8,0.96,8,53.4,1
FL01325,Lufthansa,FCO,CDG,9,1496.9,259,4.5,0.433,20,-2.6,0
FL01326,British,MAD,CDG,15,516.8,249,9.3,0.992,5,69.6,1
FL01327,British,FRA,CDG,0,1930.4,346,5.0,0.613,12,-4.8,0
FL01328,AirFrance,AMS,FCO,3,3127.3,329,5.6,0.548,24,-4.2,0
FL01329,British,AMS,CDG,4,3285.4,273,7.4,0.635,5,44.8,1
FL01330,AirFrance,AMS,MAD,8,1562.1,101,,,5,63.3,1
FL01331,Lufthansa,MAD,FCO,6,1636.3,157,6.1,0.211,3,13.6,0
FL01332,EasyJet,CDG,FRA,14,3228.4,164,5.4,0.46,11,15.9,0
FL01333,British,FCO,FRA,15,3358.1,212,5.9,0.742,21,9.4,0
FL01334,British,AMS,FRA,19,2790.5,205,1.2,0.328,17,13.7,0
FL01335,Ryanair,MAD,AMS,1,3346.7,233,3.3,0.555,8,48.8,1
FL01336,Lufthansa,CDG,FCO,16,1461.6,284,4.0,0.162,16,-2.9,0
FL01337,AirFrance,FRA,CDG,13,1599.0,301,5.3,,12,23.5,0
FL01338,EasyJet,MAD,FCO,6,1597.0,200,6.5,0.159,11,22.4,0
FL01339,British,MAD,CDG,3,562.7,84,4.9,0.934,23,-21.4,0
FL01340,AirFrance,MAD,LHR,1,727.1,267,9.3,0.666,3,-52.1,0
FL01341,AirFrance,LHR,MAD,10,619.9,122,6.5,0.192,6,47.2,1
FL01342,EasyJet,CDG,MAD,18,1232.6,349,6.5,0.462,9,-8.1,0
FL01343,Lufthansa,FCO,AMS,3,1888.5,194,1.3,0.665,23,3.0,0
FL01344,British,FRA,MAD,20,2558.1,285,9.4,0.847,22,29.7,0
FL01345,Ryanair,LHR,FRA,14,775.9,159,,,4,68.3,1
FL01346,Lufthansa,LHR,CDG,9,2765.2,243,7.5,0.123,21,81.2,1
FL01347,British,FCO,AMS,9,3299.8,187,6.9,0.391,12,15.8,0
FL01348,Ryanair,MAD,LHR,15,1783.2,283,8.8,0.816,24,32.5,1
FL01349,EasyJet,FCO,FRA,18,3078.0,174,,0.954,14,77.5,1
FL01350,Ryanair,LHR,CDG,4,1068.1,333,9.2,0.418,25,43.2,1
FL01351,AirFrance,FCO,FRA,22,1397.5,270,1.9,0.969,7,50.4,1
FL01352,British,FRA,FCO,12,3146.7,180,9.5,0.455,24,31.8,1
FL01353,British,AMS,FRA,17,3489.7,313,,0.407,21,28.8,0
FL01354,EasyJet,MAD,FCO,18,1039.0,241,3.0,0.892,2,53.0,1
FL01355,Lufthansa,FCO,AMS,8,1563.4,82,1.4,0.449,13,47.8,1
FL01356,AirFrance,FRA,FCO,17,3307.7,88,9.6,0.64,10,20.1,0
FL01357,British,FCO,CDG,15,3464.4,189,6.0,0.855,13,4.3,0
FL01358,British,FCO,LHR,0,2492.3,120,3.2,0.099,24,21.7,0
FL01359,Ryanair,LHR,MAD,21,1122.7,162,2.8,0.098,10,23.6,0
FL01360,British,FCO,CDG,2,3445.0,142,1.0,0.779,25,74.1,1
FL01361,Ryanair,LHR,CDG,14,1380.1,336,8.0,0.122,22,-18.0,0
FL01362,Ryanair,CDG,MAD,5,1541.2,176,3.3,,20,6.1,0
FL01363,AirFrance,CDG,FRA,4,1394.7,347,5.8,0.925,21,11.4,0
FL01364,EasyJet,MAD,CDG,16,2782.8,286,2.7,0.773,24,63.3,1
FL01365,AirFrance,FCO,LHR,21,3288.1,333,5.1,0.369,2,25.7,0
FL01366,British,FRA,CDG,21,3288.5,253,8.5,0.862,3,28.7,0
FL01367,Lufthansa,CDG,FCO,16,2096.5,139,5.3,0.552,25,-8.9,0
FL01368,AirFrance,FCO,FRA,7,1298.6,297,8.7,,10,49.5,1
FL01369,Lufthansa,FCO,FRA,12,3497.7,223,4.7,0.531,3,-31.0,0
FL01370,EasyJet,CDG,LHR,9,1348.8,127,9.4,0.852,12,25.4,0
FL01371,AirFrance,CDG,MAD,10,1318.6,143,2.9,0.232,9,14.1,0
FL01372,British,CDG,FCO,18,3085.0,232,6.9,0.404,2,59.2,1
FL01373,Ryanair,MAD,CDG,21,1366.5,106,1.8,0.004,16,78.9,1
FL01374,EasyJet,AMS,CDG,8,808.2,206,2.5,0.569,4,52.0,1
FL01375,AirFrance,MAD,LHR,23,2566.1,166,8.4,0.239,14,40.4,1
FL01376,Ryanair,AMS,LHR,15,2052.2,110,6.5,0.825,10,31.0,1
FL01377,Ryanair,LHR,AMS,18,1616.9,227,6.5,0.707,9,22.5,0
FL01378,AirFrance,MAD,FCO,6,2689.7,145,8.3,0.967,8,1.4,0
FL01379,Lufthansa,FCO,CDG,7,3494.1,103,7.2,0.218,4,-12.4,0
FL01380,AirFrance,FCO,CDG,13,642.3,185,2.3,0.123,12,13.6,0
FL01381,Ryanair,MAD,AMS,21,1960.4,220,2.8,0.207,12,49.1,1
FL01382,Lufthansa,MAD,AMS,8,1699.8,209,,0.061,2,54.2,1
FL01383,EasyJet,AMS,FRA,6,1622.9,227,3.5,0.014,25,-2.7,0
FL01384,Ryanair,FRA,LHR,14,943.0,221,9.7,0.48,15,8.9,0
FL01385,Lufthansa,CDG,FRA,20,1854.9,192,6.0,0.145,9,4.5,0
FL01386,AirFrance,FRA,FCO,9,2688.5,90,9.6,0.899,9,-4.9,0
FL01387,Lufthansa,FCO,AMS,19,2138.1,173,9.8,,1,2.1,0
FL01388,British,MAD,FCO,10,304.7,179,7.6,0.425,23,43.8,1
FL01389,Ryanair,AMS,LHR,20,1586.3,262,5.2,0.245,2,29.7,0
FL01390,Lufthansa,AMS,FRA,15,1028.2,88,1.9,0.231,2,11.7,0
FL01391,Lufthansa,MAD,AMS,17,3487.1,117,9.9,0.718,8,33.7,1
FL01392,AirFrance,CDG,MAD,0,3238.3,289,3.5,0.45,7,12.5,0
FL01393,AirFrance,FRA,LHR,19,680.1,208,5.8,0.761,2,15.1,0
FL01394,Lufthansa,FCO,CDG,15,2914.6,190,9.0,0.504,8,13.0,0
FL01395,British,FRA,CDG,13,2528.4,262,6.0,0.739,21,-8.4,0
FL01396,Lufthansa,LHR,FRA,7,2659.9,171,2.9,0.461,22,23.8,0
FL01397,EasyJet,LHR,FCO,4,400.8,184,7.8,0.835,14,30.1,1
FL01398,Lufthansa,MAD,AMS,0,848.4,97,7.2,0.109,25,17.4,0
FL01399,Lufthansa,LHR,CDG,4,1628.2,302,8.3,0.52,18,32.9,1
FL01400,British,AMS,FRA,14,803.7,190,4.8,0.795,9,4.5,0
FL01401,Ryanair,FRA,FCO,6,3263.9,90,3.7,0.465,3,43.7,1
FL01402,Lufthansa,CDG,FRA,23,2540.9,137,4.6,0.712,5,16.2,0
FL01403,AirFrance,AMS,LHR,17,3102.6,144,1.5,0.544,3,41.7,1
FL01404,Ryanair,AMS,FCO,2,1130.9,250,8.5,,16,46.6,1
FL01405,Lufthansa,LHR,FRA,22,2336.0,345,5.0,0.634,3,8.3,0
FL01406,Lufthansa,FCO,FRA,10,395.9,85,8.0,0.863,24,3.0,0
FL01407,AirFrance,CDG,MAD,5,2724.2,121,2.7,0.098,18,24.8,0
FL01408,British,CDG,FRA,11,1301.1,138,5.5,0.292,6,3.1,0
FL01409,AirFrance,AMS,LHR,19,2438.1,324,5.7,0.151,25,11.5,0
FL01410,AirFrance,FRA,AMS,15,429.2,302,1.4,,22,63.8,1
FL01411,Ryanair,LHR,AMS,11,2337.3,125,5.6,0.405,19,33.5,1
FL01412,Ryanair,AMS,LHR,10,1482.6,105,8.4,0.375,2,33.0,1
FL01413,British,FCO,CDG,20,1803.3,288,4.7,0.558,20,-46.0,0
FL01414,British,FCO,AMS,5,702.5,111,1.4,0.392,17,102.2,1
FL01415,AirFrance,AMS,FCO,23,315.9,212,6.8,0.474,8,-14.2,0
FL01416,Lufthansa,AMS,CDG,12,1157.0,159,2.3,0.678,24,27.6,0
FL01417,Lufthansa,AMS,FCO,20,2442.4,237,2.4,0.42,23,57.3,1
FL01418,British,MAD,LHR,3,1290.7,208,8.9,0.292,21,39.3,1
FL01419,EasyJet,LHR,MAD,11,2724.5,101,8.1,0.369,18,1.5,0
FL01420,AirFrance,FCO,CDG,15,1507.3,290,8.8,0.96,17,6.0,0
FL01421,British,CDG,FRA,23,648.7,203,5.5,0.982,11,22.9,0
FL01422,British,FCO,CDG,21,2502.4,99,6.8,0.291,7,-3.3,0
FL01423,Lufthansa,LHR,MAD,6,2951.3,211,9.0,0.728,5,28.7,0
FL01424,British,MAD,FCO,14,2608.0,143,6.5,0.593,21,-0.2,0
FL01425,Lufthansa,MAD,LHR,4,1596.0,245,1.4,0.035,3,83.8,1
FL01426,British,AMS,MAD,10,3472.6,128,5.5,0.553,17,-5.2,0
FL01427,AirFrance,CDG,FRA,6,2925.1,95,4.0,0.55,20,6.0,0
FL01428,EasyJet,FRA,AMS,20,2549.1,215,8.4,0.96,14,24.4,0
FL01429,AirFrance,AMS,LHR,12,1477.3,257,1.5,0.071,4,54.6,1
FL01430,British,FRA,CDG,17,1235.2,198,5.3,0.587,25,-5.9,0
FL01431,EasyJet,LHR,FRA,23,804.6,190,5.6,0.451,11,4.8,0
FL01432,Ryanair,CDG,MAD,4,1963.0,288,1.4,0.021,11,43.5,1
FL01433,Lufthansa,MAD,AMS,13,1693.2,103,1.9,0.427,1,85.6,1
FL01434,AirFrance,AMS,LHR,11,1549.9,125,7.9,0.685,3,-12.5,0
FL01435,Ryanair,FCO,LHR,3,3348.9,191,4.1,,14,-0.9,0
FL01436,British,CDG,AMS,20,3011.8,297,6.8,0.211,17,9.1,0
FL01437,Ryanair,FRA,CDG,3,1074.7,82,9.9,0.343,8,-21.7,0
FL01438,British,FCO,AMS,4,1603.9,188,4.4,0.053,22,15.4,0
FL01439,Ryanair,MAD,CDG,19,2931.2,339,6.1,0.803,10,-12.2,0
FL01440,EasyJet,FRA,FCO,5,1589.1,295,6.2,0.781,10,-1.2,0
FL01441,British,FCO,AMS,19,2687.3,313,5.7,0.784,19,-11.0,0
FL01442,Lufthansa,LHR,MAD,18,629.4,90,9.0,0.792,7,76.0,1
FL01443,Lufthansa,LHR,CDG,5,2985.4,194,2.3,0.404,18,38.1,1
FL01444,British,FCO,CDG,17,1813.5,283,5.1,0.892,21,32.9,1
FL01445,EasyJet,LHR,FRA,9,2097.3,196,3.0,0.602,12,-1.4,0
FL01446,British,LHR,FCO,0,2975.1,225,9.1,0.887,4,-18.3,0
FL01447,Lufthansa,FCO,AMS,19,1689.3,95,8.6,0.591,12,6.5,0
FL01448,Ryanair,CDG,FCO,12,2133.3,256,1.7,0.015,16,31.1,1
FL01449,EasyJet,CDG,FRA,6,2883.1,240,9.8,0.252,7,14.3,0
FL01450,Lufthansa,LHR,FCO,9,3019.2,219,1.4,,6,5.2,0
FL01451,EasyJet,LHR,CDG,0,2436.7,343,4.5,0.063,2,61.8,1
FL01452,EasyJet,AMS,LHR,2,559.9,178,4.0,0.854,2,71.7,1
FL01453,AirFrance,MAD,FCO,1,2258.6,222,6.7,0.738,2,-16.2,0
FL01454,British,LHR,FCO,14,2354.6,153,,0.638,9,22.5,0
FL01455,AirFrance,MAD,AMS,14,2216.3,280,7.4,0.14,13,12.1,0
FL01456,Lufthansa,AMS,LHR,11,362.3,127,5.4,0.474,13,-15.7,0
FL01457,AirFrance,LHR,FCO,22,3284.0,114,3.4,0.524,18,24.7,0
FL01458,Lufthansa,LHR,AMS,7,585.4,147,3.8,0.171,12,106.1,1
FL01459,EasyJet,CDG,AMS,17,3266.9,317,,0.899,6,30.6,1
FL01460,Lufthansa,CDG,AMS,3,1000.4,296,5.6,0.132,16,0.9,0
FL01461,British,AMS,FRA,12,688.0,191,9.0,0.307,19,70.7,1
FL01462,British,FRA,CDG,4,3065.2,230,9.8,0.275,2,29.4,0
FL01463,Lufthansa,MAD,LHR,21,1100.4,132,5.8,0.905,24,34.4,1
FL01464,Lufthansa,LHR,CDG,0,2968.7,127,9.0,0.827,4,-10.9,0
FL01465,Lufthansa,FRA,FCO,13,849.2,254,5.4,0.606,8,12.5,0
FL01466,Lufthansa,AMS,LHR,3,3013.8,170,10.0,0.338,19,-40.1,0
FL01467,EasyJet,FCO,CDG,15,2813.9,299,9.3,0.478,2,-38.3,0
FL01468,Lufthansa,MAD,FCO,4,3052.3,87,1.0,0.084,6,63.9,1
FL01469,Lufthansa,LHR,MAD,10,2456.4,124,7.1,0.015,11,-16.4,0
FL01470,AirFrance,FCO,FRA,12,2122.2,117,7.9,0.982,5,18.4,0
FL01471,Ryanair,AMS,MAD,14,2715.9,100,5.8,0.235,20,-1.0,0
FL01472,British,CDG,FRA,4,3155.0,99,8.2,0.692,8,-3.1,0
FL01473,British,MAD,FCO,22,2512.5,339,6.8,0.606,24,-14.5,0
FL01474,AirFrance,FCO,CDG,9,1409.7,339,8.3,0.695,15,-10.2,0
FL01475,AirFrance,FRA,LHR,7,3164.6,285,5.3,0.972,6,69.1,1
FL01476,Ryanair,MAD,CDG,19,503.1,316,5.8,0.15,20,30.7,1
FL01477,British,MAD,FCO,15,2599.3,158,2.2,0.196,24,64.9,1
FL01478,Ryanair,FCO,AMS,0,1575.5,175,8.1,0.696,1,23.5,0
FL01479,Ryanair,MAD,AMS,23,2282.5,313,1.3,0.28,18,53.6,1
FL01480,Ryanair,FRA,MAD,5,3289.5,281,4.5,0.826,20,67.0,1
FL01481,Ryanair,LHR,FRA,20,3345.2,217,8.5,0.941,18,85.0,1
FL01482,AirFrance,FRA,AMS,5,1134.3,247,7.9,0.932,6,11.1,0
FL01483,Ryanair,MAD,LHR,18,849.9,193,3.0,0.782,12,99.7,1
FL01484,British,CDG,FCO,22,1551.9,267,,0.519,13,39.7,1
FL01485,British,FRA,CDG,19,1325.4,329,3.6,0.008,10,31.2,1
FL01486,British,AMS,CDG,3,3224.4,327,2.8,0.334,8,20.9,0
FL01487,Ryanair,CDG,LHR,11,972.6,237,3.6,0.828,7,81.6,1
FL01488,Ryanair,AMS,LHR,13,1822.7,348,8.2,0.317,1,40.2,1
FL01489,British,FRA,LHR,22,3065.6,135,7.9,0.776,6,-8.3,0
FL01490,AirFrance,FCO,AMS,16,1813.2,110,8.5,0.007,12,19.3,0
FL01491,Lufthansa,LHR,FCO,16,2085.0,258,9.0,0.557,25,2.2,0
FL01492,Ryanair,AMS,FCO,13,2835.3,310,3.5,0.138,23,38.8,1
FL01493,Ryanair,AMS,FRA,23,3158.1,223,4.1,0.965,11,41.2,1
FL01494,Ryanair,LHR,FCO,4,1274.5,140,8.3,0.332,5,-31.7,0
FL01495,AirFrance,CDG,LHR,4,2865.2,270,6.3,0.073,8,44.8,1
FL01496,AirFrance,FRA,MAD,2,966.7,245,1.3,0.633,18,67.6,1
FL01497,Lufthansa,FCO,CDG,9,1270.4,346,4.4,0.995,16,64.7,1
FL01498,Lufthansa,MAD,AMS,20,2824.2,229,2.3,,12,80.5,1
FL01499,British,FCO,LHR,11,1221.3,115,8.2,0.543,4,8.7,0
FL01500,AirFrance,LHR,FRA,19,758.3,83,6.6,,24,3.8,0
FL01501,AirFrance,CDG,FCO,7,1629.2,330,7.5,0.024,6,22.7,0
FL01502,AirFrance,FCO,MAD,5,2818.2,259,3.9,0.363,21,4.7,0
FL01503,Ryanair,MAD,LHR,12,795.2,96,6.6,0.776,22,28.8,0
FL01504,British,LHR,CDG,12,469.9,173,9.6,0.176,15,-14.5,0
FL01505,Lufthansa,LHR,AMS,22,2630.6,175,9.3,0.173,19,62.7,1
FL01506,Lufthansa,FCO,MAD,5,3357.1,298,6.9,0.64,8,-5.2,0
FL01507,British,AMS,LHR,7,3169.5,246,7.3,0.578,18,29.2,0
FL01508,Ryanair,FRA,AMS,3,1865.1,317,8.9,0.808,10,60.5,1
FL01509,Lufthansa,CDG,FCO,10,1135.3,209,9.6,0.715,4,36.5,1
FL01510,British,MAD,CDG,5,2127.3,305,1.5,0.901,15,69.6,1
FL01511,British,MAD,CDG,6,1869.0,247,9.6,0.519,5,37.1,1
FL01512,AirFrance,LHR,MAD,12,2633.4,107,2.6,0.265,18,66.9,1
FL01513,EasyJet,AMS,MAD,16,1911.1,304,2.9,0.705,12,33.3,1
FL01514,Lufthansa,FCO,AMS,12,3257.8,100,3.5,0.923,21,24.6,0
FL01515,AirFrance,AMS,FCO,10,650.3,114,8.8,0.872,19,65.4,1
FL01516,AirFrance,LHR,FCO,5,2793.5,258,1.8,0.277,24,0.1,0
FL01517,British,LHR,CDG,19,2934.4,82,9.9,0.687,16,74.6,1
FL01518,Lufthansa,MAD,CDG,20,783.0,157,2.4,0.924,15,81.1,1
FL01519,EasyJet,MAD,LHR,1,668.5,125,4.4,0.913,2,54.0,1
FL01520,EasyJet,LHR,MAD,21,2676.3,350,9.4,0.623,24,37.5,1
FL01521,Lufthansa,CDG,MAD,18,915.8,274,5.8,0.455,22,36.3,1
FL01522,AirFrance,LHR,MAD,5,621.5,225,,0.395,17,-30.1,0
FL01523,Lufthansa,FRA,CDG,18,2427.8,148,3.6,0.84,19,71.8,1
FL01524,Ryanair,FCO,MAD,2,2893.5,80,2.9,0.596,5,80.4,1
FL01525,British,MAD,CDG,3,1032.4,312,3.5,0.359,11,6.0,0
FL01526,Lufthansa,LHR,CDG,8,3312.8,159,,0.93,14,28.9,0
FL01527,AirFrance,FRA,FCO,5,1833.8,333,2.5,0.443,24,55.9,1
FL01528,British,CDG,AMS,7,716.0,224,9.5,0.319,6,14.0,0
FL01529,AirFrance,LHR,MAD,1,1099.0,143,,0.905,16,-14.3,0
FL01530,EasyJet,FRA,AMS,9,2293.3,269,7.1,0.372,14,-6.8,0
FL01531,Lufthansa,LHR,MAD,15,2993.1,150,3.3,0.111,18,41.7,1
FL01532,British,CDG,LHR,6,385.3,291,1.9,0.763,3,49.6,1
FL01533,EasyJet,LHR,AMS,16,436.4,86,8.3,0.448,5,-32.0,0
FL01534,AirFrance,FRA,CDG,14,570.2,340,,0.247,15,-17.7,0
FL01535,Lufthansa,FRA,CDG,1,2901.6,227,5.8,0.3,13,27.7,0
FL01536,AirFrance,CDG,FCO,13,881.5,350,5.0,0.596,16,44.8,1
FL01537,AirFrance,LHR,CDG,17,317.5,181,8.2,0.607,6,44.7,1
FL01538,EasyJet,FRA,AMS,12,1697.8,156,6.3,0.831,23,-25.4,0
FL01539,EasyJet,CDG,LHR,1,3435.4,286,1.9,0.627,1,31.4,1
FL01540,AirFrance,MAD,FCO,15,2432.9,143,1.3,0.263,8,-14.5,0
FL01541,British,AMS,CDG,22,2101.3,218,3.8,0.708,11,46.6,1
FL01542,British,AMS,FCO,1,2885.1,232,6.4,0.913,20,17.8,0
FL01543,British,MAD,LHR,20,508.4,317,7.2,0.382,18,10.0,0
FL01544,EasyJet,CDG,FRA,6,1851.9,105,6.1,0.831,25,13.4,0
FL01545,Ryanair,MAD,LHR,6,2658.3,343,6.4,0.912,20,25.9,0
FL01546,Ryanair,LHR,AMS,21,746.6,189,5.6,0.541,6,16.4,0
FL01547,AirFrance,CDG,AMS,1,2991.3,94,6.9,0.85,18,67.0,1
FL01548,Lufthansa,FRA,FCO,18,1941.5,338,8.0,0.147,4,4.5,0
FL01549,AirFrance,MAD,CDG,23,2976.1,337,9.7,0.508,3,66.4,1
FL01550,Ryanair,FRA,FCO,4,814.3,141,8.9,0.513,8,4.4,0
FL01551,British,MAD,FCO,11,1700.5,85,1.6,,18,57.1,1
FL01552,EasyJet,FCO,CDG,5,2994.8,274,3.7,0.765,22,53.2,1
FL01553,AirFrance,LHR,FCO,15,2457.9,218,6.4,0.904,5,-15.7,0
FL01554,British,FCO,MAD,21,2333.2,216,,0.713,9,34.5,1
FL01555,AirFrance,AMS,MAD,3,1434.8,102,6.0,0.488,22,40.1,1
FL01556,British,LHR,MAD,23,1507.6,134,5.1,0.805,22,1.3,0
FL01557,EasyJet,LHR,MAD,20,444.5,295,3.5,0.384,8,19.2,0
FL01558,EasyJet,CDG,MAD,14,1937.4,157,1.1,0.102,5,-27.5,0
FL01559,Lufthansa,FRA,FCO,7,2941.7,288,5.9,,19,62.1,1
FL01560,Ryanair,AMS,MAD,17,2529.4,196,8.9,0.259,16,14.2,0
FL01561,Lufthansa,AMS,MAD,19,2142.4,297,,0.089,3,30.4,1
FL01562,British,FCO,LHR,11,2415.8,163,8.9,0.108,7,55.9,1
FL01563,EasyJet,FCO,MAD,0,1393.5,207,,0.556,4,-25.3,0
FL01564,AirFrance,LHR,MAD,8,2701.5,333,2.1,0.318,2,65.4,1
FL01565,Lufthansa,FCO,FRA,8,390.4,293,1.6,0.484,24,67.6,1
FL01566,Ryanair,AMS,FCO,18,2709.6,101,9.6,0.866,15,52.0,1
FL01567,British,LHR,CDG,8,554.8,218,8.6,0.226,11,-20.3,0
FL01568,EasyJet,FRA,FCO,13,2272.7,207,6.2,0.55,10,-29.0,0
FL01569,British,MAD,FCO,9,2503.8,126,6.3,0.804,2,51.5,1
FL01570,British,FCO,LHR,1,3003.4,324,3.2,0.889,2,67.1,1
FL01571,Ryanair,CDG,LHR,15,551.5,111,6.4,0.555,13,20.8,0
FL01572,EasyJet,FCO,LHR,3,1946.9,213,6.4,0.008,1,30.9,1
FL01573,British,FCO,AMS,9,2882.4,232,6.2,0.293,13,47.9,1
FL01574,Ryanair,FCO,AMS,19,1691.7,334,3.9,0.162,10,44.7,1
FL01575,Ryanair,MAD,FRA,15,2720.1,254,1.3,0.953,25,42.6,1
FL01576,British,AMS,CDG,13,718.7,269,4.6,0.131,21,26.0,0
FL01577,Lufthansa,MAD,FRA,22,1225.4,135,4.0,0.229,2,67.9,1
FL01578,EasyJet,LHR,FRA,3,859.7,230,7.9,0.964,16,28.3,0
FL01579,EasyJet,FRA,AMS,4,2744.2,114,1.9,0.709,4,91.0,1
FL01580,British,FRA,FCO,16,2346.1,110,,0.537,4,40.1,1
FL01581,EasyJet,AMS,FCO,12,1839.8,333,2.2,0.173,20,47.4,1
FL01582,AirFrance,FRA,AMS,4,3481.5,289,8.7,0.425,5,-5.9,0
FL01583,AirFrance,LHR,CDG,6,1992.0,197,9.0,0.43,23,-10.9,0
FL01584,British,CDG,AMS,17,1421.1,166,3.4,0.31,4,26.9,0
FL01585,British,FCO,LHR,16,1337.8,209,7.8,0.047,22,28.0,0
FL01586,Ryanair,FRA,AMS,10,2667.3,180,1.7,0.194,23,28.5,0
FL01587,EasyJet,FRA,FCO,19,2749.1,331,6.6,0.085,15,40.5,1
FL01588,Lufthansa,LHR,MAD,20,2352.9,165,1.3,0.555,13,15.3,0
FL01589,Lufthansa,CDG,AMS,11,2585.5,111,1.6,0.962,2,43.8,1
FL01590,Lufthansa,CDG,AMS,19,3481.9,197,5.9,0.267,8,59.6,1
FL01591,Ryanair,LHR,MAD,0,414.4,133,7.4,0.474,10,5.7,0
FL01592,EasyJet,FRA,LHR,8,1113.1,264,4.8,0.21,18,19.2,0
FL01593,Ryanair,FCO,CDG,15,2228.9,191,8.1,0.642,21,16.6,0
FL01594,Ryanair,LHR,FCO,3,770.7,313,5.6,0.539,13,-29.9,0
FL01595,British,AMS,FCO,13,3462.2,350,2.4,0.691,2,4.9,0
FL01596,EasyJet,AMS,LHR,15,634.9,310,3.3,0.81,24,113.2,1
FL01597,British,AMS,MAD,22,1108.4,217,2.8,0.226,15,39.5,1
FL01598,British,CDG,FRA,3,3453.1,335,,0.157,19,25.6,0
FL01599,Lufthansa,LHR,FCO,16,3257.3,188,2.1,0.015,8,30.7,1
FL01600,AirFrance,FCO,AMS,12,1776.2,274,9.2,0.631,22,11.5,0
FL01601,British,FCO,MAD,22,1535.9,85,8.4,0.384,3,-3.5,0
FL01602,Lufthansa,AMS,FRA,10,2379.6,123,7.8,0.276,25,64.2,1
FL01603,British,FCO,LHR,6,1307.6,289,6.3,0.79,2,65.6,1
FL01604,AirFrance,MAD,AMS,5,311.2,222,9.6,0.438,3,10.9,0
FL01605,Ryanair,CDG,LHR,13,1685.1,279,1.8,,21,16.2,0
FL01606,AirFrance,FCO,CDG,22,2990.3,195,1.0,0.324,13,45.0,1
FL01607,British,AMS,FRA,19,1802.2,347,4.3,0.195,14,0.1,0
FL01608,Lufthansa,MAD,FCO,23,2115.9,287,6.5,0.528,18,3.8,0
FL01609,EasyJet,AMS,FCO,16,3172.7,140,10.0,0.485,20,15.6,0
FL01610,British,MAD,LHR,11,1751.3,119,9.1,,20,12.7,0
FL01611,Lufthansa,LHR,CDG,2,724.6,263,9.7,0.559,6,-5.5,0
FL01612,AirFrance,AMS,CDG,18,1479.3,151,8.1,0.51,4,34.5,1
FL01613,EasyJet,MAD,AMS,9,2559.4,150,4.5,0.075,18,-12.1,0
FL01614,British,LHR,MAD,2,2247.4,286,4.9,0.141,16,-32.0,0
FL01615,Ryanair,AMS,FCO,2,1737.7,215,4.3,0.105,18,3.1,0
