user_id,genre,sub_type,hour_of_day,listen_duration_s,nb_skips,nb_likes,device_type,explicit_content,engagement_score
U0291,jazz,premium,3,164.7,10,5,mobile,1,53.94
U0148,pop,premium,0,88.7,9,3,desktop,0,44.98
U0339,pop,free,8,267.3,8,4,mobile,0,65.91
U0222,classical,free,9,157.8,5,5,smart_speaker,1,55.51
U0496,pop,premium,9,76.8,6,2,smart_speaker,0,67.35
U0284,rock,premium,9,183.0,10,1,desktop,1,29.87
U0270,hiphop,family,10,215.0,5,3,desktop,1,65.55
U0014,hiphop,free,4,111.6,3,2,mobile,1,32.47
U0433,hiphop,free,12,155.0,8,0,mobile,0,35.0
U0305,pop,premium,18,119.5,0,4,smart_speaker,0,76.76
U0265,rock,family,23,66.8,10,1,desktop,1,66.49
U0320,electronic,free,3,71.3,1,1,mobile,0,42.8
U0427,classical,premium,12,62.9,6,1,mobile,1,62.67
U0316,pop,premium,4,79.9,10,4,smart_speaker,0,39.18
U0149,jazz,family,3,163.1,10,3,smart_speaker,0,39.6
U0146,hiphop,free,18,186.7,0,5,smart_speaker,1,23.38
U0465,jazz,free,14,153.8,0,2,smart_speaker,0,38.77
U0033,rock,family,4,224.2,5,1,desktop,1,67.75
U0035,electronic,premium,12,193.6,2,4,smart_speaker,1,28.82
U0179,classical,family,12,38.0,2,5,mobile,1,93.87
U0244,jazz,free,23,58.5,2,3,desktop,0,23.71
U0384,pop,premium,11,257.0,2,5,desktop,1,45.2
U0327,classical,family,6,162.6,10,1,smart_speaker,0,22.14
U0045,classical,free,20,56.0,0,0,desktop,1,51.58
U0443,pop,premium,5,288.6,10,1,mobile,1,44.41
U0437,rock,free,14,131.6,1,1,smart_speaker,1,39.51
U0256,rock,free,19,36.1,4,2,desktop,1,38.59
U0039,classical,family,7,281.6,8,4,mobile,0,29.79
U0480,jazz,family,0,,6,2,mobile,0,25.17
U0388,electronic,free,7,247.5,9,5,mobile,1,62.33
U0487,hiphop,family,23,51.8,8,1,desktop,0,15.53
U0180,hiphop,premium,9,266.6,3,,mobile,0,81.54
U0416,rock,family,19,214.1,0,0,desktop,1,54.1
U0071,pop,premium,3,295.3,5,2,desktop,0,52.9
U0048,classical,free,7,233.2,8,0,smart_speaker,0,62.45
U0093,jazz,free,10,206.9,3,1,smart_speaker,1,50.65
U0063,electronic,free,2,176.8,7,2,mobile,1,65.78
U0150,electronic,free,16,116.1,8,0,desktop,1,47.32
U0319,hiphop,premium,2,67.0,8,5,smart_speaker,0,30.15
U0019,rock,family,14,152.5,1,,mobile,1,22.76
U0197,jazz,free,1,194.6,7,,desktop,1,37.89
U0338,hiphop,family,1,38.5,5,4,desktop,1,81.33
U0303,rock,free,10,197.8,6,5,mobile,0,60.95
U0148,classical,premium,13,183.4,8,3,desktop,0,22.45
U0008,jazz,family,8,97.5,8,4,desktop,0,39.35
U0401,electronic,family,0,183.5,5,1,desktop,1,30.0
U0005,hiphop,free,11,258.0,3,4,mobile,1,60.04
U0226,rock,premium,8,163.6,3,1,smart_speaker,0,37.67
U0336,pop,free,21,148.9,5,,smart_speaker,0,27.28
U0132,pop,family,11,42.1,3,0,smart_speaker,1,25.75
U0040,rock,free,10,253.9,10,5,desktop,1,12.06
U0172,hiphop,family,11,292.8,9,,desktop,0,44.95
U0077,classical,free,3,248.2,8,5,smart_speaker,1,58.74
U0337,electronic,free,12,205.3,1,1,smart_speaker,1,59.63
U0063,classical,free,19,171.6,7,1,smart_speaker,1,57.86
U0186,rock,premium,10,61.2,3,3,desktop,0,63.73
U0259,pop,premium,20,92.2,6,1,smart_speaker,0,62.72
U0071,classical,premium,9,61.9,6,1,smart_speaker,1,63.77
U0396,rock,free,14,,1,4,smart_speaker,1,66.05
U0221,pop,family,5,65.7,8,3,desktop,0,40.64
U0286,rock,family,9,272.3,5,4,mobile,0,41.62
U0467,hiphop,family,14,147.6,7,5,mobile,0,14.78
U0004,classical,family,11,152.5,5,4,smart_speaker,1,82.2
U0175,pop,family,16,186.6,6,3,desktop,0,76.05
U0022,electronic,family,6,105.1,9,2,desktop,0,15.83
U0454,rock,premium,8,233.4,3,1,mobile,0,71.63
U0261,rock,free,19,289.2,8,1,mobile,1,65.27
U0483,classical,premium,23,64.1,7,0,smart_speaker,0,47.53
U0222,hiphop,premium,2,298.1,10,2,mobile,0,64.21
U0142,hiphop,family,23,239.8,5,0,desktop,0,89.36
U0407,classical,premium,6,208.5,10,,smart_speaker,0,20.86
U0113,electronic,free,8,160.8,2,2,mobile,0,49.71
U0046,classical,family,23,147.3,7,1,smart_speaker,0,8.14
U0324,classical,free,20,173.2,2,1,desktop,1,39.21
U0323,hiphop,family,11,109.8,3,2,desktop,1,42.45
U0238,jazz,family,3,137.5,2,3,desktop,1,57.85
U0015,jazz,premium,16,259.8,6,,desktop,1,48.15
U0218,hiphop,premium,1,226.6,5,0,desktop,1,67.29
U0294,rock,family,6,59.8,9,1,smart_speaker,0,74.76
U0400,electronic,premium,11,179.3,10,,mobile,1,53.16
U0081,classical,premium,22,246.3,5,1,smart_speaker,0,87.97
U0482,classical,free,16,160.9,2,0,mobile,0,22.39
U0384,pop,premium,20,250.9,4,0,mobile,1,35.75
U0471,rock,free,23,135.6,9,2,desktop,0,18.15
U0235,rock,free,8,185.6,6,0,mobile,1,26.29
U0274,classical,free,12,,7,2,smart_speaker,0,38.96
U0296,pop,premium,7,158.7,1,2,mobile,0,48.5
U0251,classical,free,2,196.5,7,4,mobile,0,70.03
U0130,hiphop,premium,23,70.7,5,4,desktop,0,53.7
U0251,classical,premium,10,93.6,7,4,smart_speaker,0,85.22
U0218,electronic,free,12,33.7,8,1,mobile,1,74.77
U0254,rock,family,16,232.2,8,0,desktop,0,47.04
U0151,electronic,family,8,196.1,5,1,mobile,1,54.51
U0366,jazz,family,19,155.0,5,5,mobile,0,62.05
U0425,hiphop,free,10,70.6,1,0,desktop,0,44.32
U0049,pop,family,14,48.0,10,1,desktop,0,75.6
U0141,jazz,premium,18,129.2,6,4,smart_speaker,0,32.1
U0144,rock,premium,18,245.2,9,3,desktop,1,88.6
U0378,classical,family,15,30.7,3,0,smart_speaker,0,28.42
U0040,pop,free,16,144.9,7,4,mobile,0,48.64
U0194,hiphop,family,15,256.4,5,4,mobile,0,88.05
U0431,hiphop,family,14,243.0,10,3,smart_speaker,1,14.77
U0444,jazz,premium,21,144.5,9,1,desktop,1,30.72
U0227,jazz,family,6,,4,2,desktop,0,55.23
U0018,electronic,premium,20,41.9,4,0,smart_speaker,0,100
U0324,hiphop,premium,5,266.2,8,0,desktop,0,49.71
U0366,rock,family,23,259.8,1,0,mobile,1,61.6
U0279,jazz,free,20,34.5,10,2,smart_speaker,0,65.73
U0301,electronic,premium,16,,10,5,smart_speaker,0,28.19
U0374,jazz,free,5,104.4,3,3,mobile,0,30.26
U0288,jazz,free,10,255.7,1,3,mobile,0,76.48
U0163,classical,family,0,243.0,3,3,mobile,0,41.57
U0349,electronic,free,23,65.8,0,2,mobile,1,26.13
U0097,jazz,free,5,100.0,7,3,desktop,1,36.18
U0329,classical,premium,20,76.0,9,4,smart_speaker,0,69.08
U0350,jazz,free,10,166.0,4,1,desktop,0,52.72
U0017,pop,family,21,158.3,7,2,smart_speaker,1,60.24
U0054,electronic,premium,0,158.4,5,0,mobile,1,44.27
U0240,classical,free,0,196.5,9,3,smart_speaker,1,38.93
U0308,jazz,premium,21,40.8,3,4,mobile,1,68.37
U0138,classical,premium,18,,8,2,smart_speaker,0,73.1
U0340,jazz,free,2,236.8,5,1,desktop,0,57.7
U0103,rock,premium,9,93.8,3,5,mobile,0,75.46
U0245,rock,premium,3,215.4,3,5,desktop,1,65.98
U0391,pop,premium,4,282.5,6,2,smart_speaker,1,53.6
U0343,electronic,family,0,194.3,3,2,smart_speaker,0,55.06
U0385,hiphop,free,20,165.0,0,3,mobile,1,49.99
U0160,hiphop,family,15,,6,3,smart_speaker,0,47.03
U0043,jazz,family,23,262.9,0,1,smart_speaker,1,72.8
U0344,hiphop,premium,1,99.8,10,3,smart_speaker,1,72.71
U0365,jazz,family,11,78.3,6,3,smart_speaker,0,9.31
U0303,jazz,free,16,226.5,7,3,desktop,0,33.23
U0251,hiphop,premium,1,215.3,4,5,desktop,0,70.82
U0009,hiphop,premium,9,190.9,5,4,smart_speaker,1,56.69
U0044,classical,free,4,200.9,6,2,desktop,0,80.39
U0421,classical,family,14,,5,1,smart_speaker,0,32.34
U0372,pop,premium,20,144.1,0,5,desktop,0,81.57
U0099,classical,premium,9,175.6,3,0,desktop,1,44.53
U0479,hiphop,premium,23,80.1,8,4,desktop,0,64.53
U0010,hiphop,family,4,154.9,10,1,mobile,0,65.64
U0114,pop,family,9,194.5,7,5,smart_speaker,1,37.39
U0176,jazz,premium,11,71.0,7,5,mobile,1,36.9
U0017,electronic,family,2,181.6,5,5,smart_speaker,1,38.29
U0240,pop,free,19,198.6,9,0,desktop,1,65.61
U0193,classical,free,12,259.4,1,1,mobile,1,38.21
U0377,hiphop,family,13,88.8,9,2,smart_speaker,0,66.52
U0352,electronic,family,10,173.8,3,3,desktop,1,52.32
U0091,hiphop,premium,0,120.2,7,5,mobile,1,65.48
U0215,hiphop,premium,6,197.1,2,4,mobile,1,88.97
U0292,electronic,premium,21,130.0,9,5,desktop,0,76.42
U0083,hiphop,premium,23,77.3,3,2,mobile,0,41.6
U0309,hiphop,free,5,165.1,1,2,mobile,0,54.18
U0493,pop,free,23,,10,4,desktop,1,13.84
U0367,classical,free,22,204.7,8,3,desktop,0,30.67
U0204,electronic,free,11,280.4,10,3,mobile,0,17.59
U0386,pop,family,5,207.3,2,3,mobile,1,45.72
U0329,electronic,free,14,162.7,3,2,desktop,1,33.96
U0141,classical,free,4,107.9,3,4,desktop,1,40.3
U0367,rock,family,20,222.5,10,5,smart_speaker,0,16.72
U0327,rock,free,6,70.1,0,5,smart_speaker,1,56.22
U0461,rock,premium,20,260.2,5,3,desktop,0,73.1
U0195,pop,family,2,113.5,3,4,smart_speaker,0,65.04
U0183,hiphop,premium,18,274.7,8,5,mobile,1,61.92
U0169,classical,free,8,174.4,8,0,desktop,0,26.85
U0409,electronic,free,22,261.5,3,3,mobile,0,78.12
U0381,rock,family,2,65.8,4,,mobile,0,61.56
U0298,hiphop,premium,3,241.0,5,0,mobile,1,46.58
U0278,classical,free,19,183.7,9,0,smart_speaker,1,59.3
U0100,classical,family,19,297.9,4,4,desktop,1,53.51
U0146,electronic,premium,8,97.2,4,4,desktop,1,44.78
U0388,rock,premium,0,293.1,7,1,mobile,1,73.57
U0176,electronic,family,17,82.3,1,1,desktop,1,48.12
U0272,hiphop,free,21,194.6,9,2,mobile,0,64.48
U0313,electronic,free,10,294.9,10,3,smart_speaker,1,8.47
U0135,hiphop,premium,11,120.1,5,2,desktop,1,54.0
U0391,hiphop,free,13,247.5,7,0,smart_speaker,0,32.67
U0367,jazz,premium,11,,6,2,smart_speaker,0,61.48
U0141,pop,free,7,225.2,9,0,smart_speaker,1,50.47
U0466,electronic,premium,7,193.8,6,,mobile,1,24.19
U0057,hiphop,free,23,293.8,6,1,smart_speaker,1,62.71
U0288,pop,premium,7,177.6,10,4,desktop,0,35.45
U0359,electronic,family,10,127.5,7,1,mobile,1,22.04
U0236,jazz,premium,6,220.1,4,0,mobile,0,55.53
U0409,pop,family,1,168.3,0,0,smart_speaker,1,78.8
U0252,jazz,family,10,228.3,9,4,mobile,0,59.87
U0473,hiphop,family,20,233.0,10,2,desktop,1,65.54
U0379,rock,family,10,204.9,5,5,smart_speaker,1,67.93
U0320,hiphop,free,0,145.3,4,4,smart_speaker,1,60.81
U0335,electronic,free,18,271.2,9,1,mobile,1,31.61
U0433,pop,free,17,48.7,5,5,mobile,0,44.96
U0218,jazz,free,6,37.4,7,3,mobile,1,65.38
U0026,hiphop,premium,12,238.2,9,0,mobile,0,30.43
U0108,pop,premium,23,232.4,5,1,mobile,1,44.45
U0009,pop,premium,13,261.5,5,2,mobile,1,90.7
U0334,jazz,free,22,203.8,6,0,desktop,1,15.59
U0005,rock,family,4,156.8,0,,mobile,1,38.21
U0213,rock,premium,5,170.0,2,5,mobile,1,86.43
U0255,rock,premium,12,275.4,4,0,mobile,1,34.73
U0241,pop,family,4,42.6,6,5,smart_speaker,0,41.48
U0048,hiphop,free,3,155.4,6,4,desktop,0,68.01
U0415,electronic,free,9,272.9,4,5,smart_speaker,1,75.65
U0253,electronic,family,6,169.0,2,0,smart_speaker,0,59.9
U0145,classical,free,7,79.8,10,5,desktop,1,61.26
U0339,rock,family,23,39.2,6,1,mobile,0,24.74
U0018,rock,free,12,184.5,7,1,smart_speaker,1,39.57
U0280,hiphop,free,23,237.5,5,1,desktop,1,84.3
U0250,classical,premium,21,261.2,8,2,desktop,0,81.91
U0235,pop,free,17,64.1,5,3,smart_speaker,0,87.07
U0498,classical,free,12,269.1,8,5,mobile,0,21.59
U0400,rock,family,16,246.1,5,5,smart_speaker,0,32.7
U0052,electronic,free,20,196.9,2,4,desktop,0,55.57
U0152,hiphop,family,13,156.4,2,2,mobile,0,35.12
U0285,electronic,premium,6,195.5,1,,desktop,0,44.61
U0414,rock,premium,5,135.6,3,2,mobile,0,75.58
U0142,rock,premium,3,188.2,10,3,mobile,1,69.62
U0160,classical,free,20,92.7,7,0,smart_speaker,1,19.49
U0451,electronic,premium,8,41.1,4,3,desktop,0,77.46
U0389,jazz,free,16,299.4,9,2,mobile,1,46.92
U0494,hiphop,premium,1,263.6,4,5,desktop,1,67.78
U0129,jazz,free,0,247.6,3,1,smart_speaker,1,70.38
U0054,electronic,premium,17,182.7,9,5,desktop,0,44.12
U0489,pop,family,3,236.3,5,5,smart_speaker,1,66.28
U0368,electronic,free,11,148.9,7,4,mobile,1,49.17
U0343,pop,free,18,200.2,5,3,mobile,1,65.97
U0130,jazz,family,11,290.7,4,0,desktop,1,52.88
U0083,rock,family,17,230.0,5,1,desktop,0,29.77
U0316,classical,family,7,112.6,1,2,smart_speaker,1,58.59
U0439,electronic,premium,11,148.2,5,1,desktop,0,31.32
U0298,jazz,family,22,110.0,8,3,smart_speaker,0,31.02
U0449,electronic,premium,8,121.8,5,3,mobile,1,72.62
U0498,pop,premium,7,41.0,8,2,mobile,1,36.57
U0449,rock,premium,20,69.3,4,0,smart_speaker,1,74.98
U0213,classical,family,18,80.2,8,5,smart_speaker,1,48.72
U0412,jazz,premium,11,279.9,3,2,mobile,0,27.47
U0424,electronic,free,17,56.1,8,4,desktop,0,48.3
U0368,electronic,family,17,90.5,4,0,desktop,1,42.06
U0224,pop,free,0,180.9,0,3,smart_speaker,0,16.69
U0142,classical,premium,23,,9,5,mobile,1,48.68
U0232,jazz,family,22,119.2,9,4,desktop,0,66.53
U0442,pop,family,1,126.8,1,0,smart_speaker,0,55.46
U0374,rock,family,6,192.4,2,0,smart_speaker,1,61.97
U0207,classical,family,21,140.0,7,2,mobile,0,31.77
U0091,electronic,premium,8,79.8,6,2,smart_speaker,0,40.49
U0011,classical,free,17,130.7,2,,smart_speaker,0,10.53
U0197,jazz,free,18,262.0,2,4,desktop,0,55.68
U0350,rock,family,11,270.7,2,3,mobile,0,75.57
U0455,pop,premium,9,214.4,9,0,desktop,0,79.19
U0481,hiphop,family,17,241.7,1,0,desktop,0,46.64
U0123,hiphop,free,12,,0,3,smart_speaker,0,85.68
U0467,classical,family,18,170.9,8,2,desktop,0,43.19
U0102,jazz,family,13,131.8,7,,mobile,1,38.4
U0403,jazz,family,22,254.4,3,2,smart_speaker,0,54.11
U0379,pop,family,0,,4,2,smart_speaker,0,70.99
U0261,classical,free,16,218.8,3,1,mobile,1,16.56
U0105,hiphop,free,18,34.2,6,5,mobile,1,16.17
U0426,jazz,free,12,130.4,6,,mobile,0,61.94
U0133,hiphop,family,18,273.6,4,5,smart_speaker,1,64.42
U0194,jazz,free,15,32.8,6,,desktop,0,50.73
U0115,pop,family,3,273.6,7,,smart_speaker,1,23.8
U0367,electronic,premium,9,106.9,9,0,desktop,0,57.11
U0285,hiphop,free,4,39.6,7,1,mobile,1,27.21
U0124,hiphop,family,11,68.5,9,5,smart_speaker,0,46.66
U0372,jazz,free,18,,2,2,mobile,1,49.94
U0195,rock,premium,16,79.7,3,5,desktop,0,80.7
U0036,rock,family,16,73.5,8,0,mobile,0,23.74
U0087,electronic,premium,11,,1,0,desktop,0,61.39
U0417,hiphop,family,3,235.8,0,0,mobile,1,77.23
U0316,hiphop,premium,23,162.5,4,5,desktop,1,85.02
U0079,hiphop,family,11,107.5,2,3,desktop,0,61.44
U0074,pop,premium,13,176.2,3,1,smart_speaker,1,49.38
U0208,hiphop,premium,14,149.9,6,2,desktop,1,27.08
U0365,rock,family,6,226.9,9,3,smart_speaker,1,31.36
U0158,rock,premium,4,176.6,7,4,desktop,0,23.17
U0338,hiphop,family,13,149.6,3,5,mobile,1,98.34
U0349,classical,free,20,241.1,3,2,desktop,0,84.71
U0162,classical,family,16,266.5,10,0,mobile,0,24.06
U0442,pop,premium,2,273.5,3,1,desktop,0,65.69
U0425,hiphop,premium,10,108.2,1,1,mobile,0,54.2
U0273,classical,premium,5,199.7,4,1,mobile,0,86.41
U0451,hiphop,premium,12,237.1,9,2,desktop,0,53.14
U0011,hiphop,family,18,121.7,1,0,mobile,0,54.58
U0057,electronic,free,20,222.1,1,3,mobile,1,63.49
U0187,jazz,free,16,170.5,0,1,mobile,0,59.84
U0173,pop,premium,23,207.3,10,4,mobile,0,100
U0475,classical,free,23,111.7,3,3,desktop,0,60.73
U0188,classical,premium,13,65.7,5,4,mobile,1,54.59
U0043,hiphop,family,2,276.6,8,0,mobile,0,30.87
U0293,rock,free,2,,0,2,smart_speaker,0,32.0
U0321,hiphop,family,10,58.6,1,,mobile,0,84.67
U0368,pop,free,13,92.9,0,3,desktop,0,51.28
U0102,electronic,premium,19,156.7,10,0,desktop,0,69.44
U0135,rock,family,18,219.0,1,2,mobile,0,54.05
U0429,classical,premium,19,203.0,3,2,smart_speaker,0,50.01
U0129,jazz,free,2,163.4,0,3,mobile,1,3.36
U0382,electronic,free,10,277.4,5,4,smart_speaker,0,53.15
U0184,electronic,premium,11,236.1,5,5,mobile,0,58.29
U0022,electronic,premium,13,154.6,6,3,desktop,0,28.55
U0013,rock,premium,12,200.7,6,3,smart_speaker,0,20.72
U0485,rock,free,3,,7,2,mobile,0,48.04
U0438,classical,premium,7,193.8,7,1,desktop,0,53.83
U0055,pop,premium,22,108.1,3,3,mobile,1,75.32
U0174,electronic,premium,21,195.1,9,2,desktop,1,65.4
U0443,rock,premium,18,47.0,7,1,mobile,1,75.88
U0325,hiphop,premium,17,244.3,3,2,smart_speaker,0,68.25
U0313,rock,free,15,270.5,5,0,desktop,0,65.53
U0309,electronic,premium,2,239.9,4,2,mobile,1,49.34
U0325,pop,premium,11,160.3,2,2,desktop,1,56.76
U0331,rock,family,19,228.0,3,4,desktop,0,64.07
U0217,electronic,free,9,68.9,0,,smart_speaker,1,7.6
U0076,hiphop,family,12,190.3,5,2,desktop,1,40.7
U0311,hiphop,premium,5,117.2,0,2,smart_speaker,1,52.04
U0282,pop,family,13,136.8,5,0,smart_speaker,1,56.16
U0388,classical,free,16,223.7,2,0,mobile,0,32.69
U0048,jazz,premium,10,122.8,1,4,mobile,1,79.34
U0203,electronic,free,17,249.9,7,2,mobile,0,12.67
U0330,electronic,free,15,,3,1,mobile,1,37.76
U0388,electronic,family,12,,4,5,smart_speaker,1,63.34
U0107,rock,family,15,,1,2,smart_speaker,0,46.49
U0078,classical,free,20,106.0,8,3,mobile,0,55.04
U0460,jazz,premium,3,151.9,7,5,smart_speaker,1,37.55
U0058,pop,premium,3,266.0,3,5,smart_speaker,1,77.32
U0419,jazz,premium,14,199.1,9,2,mobile,0,23.76
U0111,rock,premium,6,224.4,5,3,smart_speaker,0,74.55
U0408,electronic,free,2,268.8,0,0,desktop,0,39.55
U0196,electronic,family,5,129.4,10,3,smart_speaker,1,13.09
U0395,pop,free,9,153.4,3,5,smart_speaker,0,78.66
U0478,hiphop,free,0,225.7,7,4,smart_speaker,1,28.54
U0375,electronic,free,6,213.1,0,,desktop,1,36.0
U0499,pop,family,1,289.0,4,5,desktop,0,79.42
U0447,rock,free,22,30.5,10,,smart_speaker,1,44.51
U0360,hiphop,free,22,42.8,5,2,desktop,1,45.62
U0372,classical,family,4,202.6,6,3,desktop,1,81.33
U0393,jazz,free,21,163.5,8,3,mobile,1,59.34
U0239,hiphop,family,21,41.5,8,5,mobile,1,53.96
U0426,electronic,free,18,250.4,3,3,mobile,1,82.85
U0267,pop,family,0,178.6,2,5,smart_speaker,1,53.75
U0167,electronic,premium,17,171.2,6,2,smart_speaker,1,66.98
U0330,hiphop,free,22,80.8,0,4,mobile,1,33.23
U0037,electronic,premium,7,111.8,3,0,mobile,0,29.43
U0424,electronic,free,2,286.8,6,5,desktop,0,57.1
U0154,jazz,premium,11,145.7,9,5,smart_speaker,0,70.07
U0180,pop,premium,22,245.4,8,3,smart_speaker,1,80.59
U0351,hiphop,free,12,,7,0,desktop,1,58.76
U0367,electronic,free,14,121.1,9,0,desktop,1,49.55
U0361,hiphop,free,19,32.8,2,5,mobile,1,31.83
U0290,hiphop,family,20,98.4,1,3,mobile,1,48.43
U0084,pop,premium,19,59.6,2,0,mobile,1,78.0
U0414,electronic,free,12,,2,5,smart_speaker,1,34.22
U0228,electronic,free,3,65.6,9,3,desktop,1,46.3
U0460,electronic,premium,20,143.0,0,4,smart_speaker,1,39.37
U0045,jazz,family,11,166.9,3,1,mobile,0,19.03
U0229,electronic,family,11,159.0,10,3,mobile,0,18.87
U0076,jazz,free,23,33.0,0,0,mobile,1,71.6
U0071,jazz,free,15,80.9,7,1,mobile,0,34.19
U0325,electronic,family,2,64.3,8,0,desktop,0,44.22
U0430,electronic,premium,7,139.7,6,,desktop,1,35.04
U0344,electronic,premium,12,255.8,3,1,desktop,1,68.92
U0307,classical,premium,15,146.8,0,4,mobile,0,71.7
U0021,jazz,premium,12,205.5,5,4,smart_speaker,1,90.7
U0250,hiphop,family,18,279.3,9,4,mobile,1,28.12
U0355,hiphop,premium,17,200.5,4,2,desktop,0,68.26
U0290,rock,premium,9,120.4,10,2,smart_speaker,1,50.45
U0097,classical,free,22,215.5,5,4,desktop,0,63.58
U0371,electronic,premium,20,191.5,10,1,smart_speaker,1,40.07
U0201,hiphop,family,8,154.0,5,4,mobile,1,25.24
U0202,pop,free,6,98.8,7,4,smart_speaker,1,52.75
U0216,rock,premium,1,199.6,7,3,desktop,1,41.41
U0390,pop,free,2,178.1,4,0,smart_speaker,1,40.45
U0457,electronic,family,1,,5,5,desktop,1,47.15
U0293,jazz,family,11,71.0,8,1,mobile,1,33.21
U0316,pop,free,2,195.8,4,0,mobile,0,77.33
U0085,rock,free,8,94.5,4,4,desktop,1,41.53
U0052,pop,premium,22,70.6,6,3,mobile,1,33.34
U0449,classical,premium,10,,8,3,smart_speaker,0,34.78
U0361,pop,family,22,75.5,6,2,desktop,1,27.71
U0195,classical,premium,0,182.1,10,3,smart_speaker,0,26.64
U0177,jazz,premium,0,225.5,6,2,desktop,0,41.42
U0081,rock,free,18,191.8,3,3,desktop,0,62.37
U0047,electronic,free,2,179.3,4,,desktop,1,34.33
U0446,rock,free,13,170.5,3,4,mobile,0,43.95
U0241,hiphop,free,7,,3,0,mobile,0,43.19
U0399,hiphop,family,11,71.2,2,0,desktop,0,61.31
U0263,pop,family,16,136.3,2,,mobile,0,33.59
U0401,jazz,premium,7,221.8,3,4,mobile,0,84.13
U0070,pop,premium,14,162.3,6,5,desktop,1,89.73
U0311,classical,family,23,97.9,6,3,mobile,0,19.8
U0308,jazz,premium,3,141.4,6,0,desktop,1,40.43
U0327,rock,premium,18,232.3,10,3,mobile,0,21.84
U0117,hiphop,premium,15,222.5,5,3,mobile,1,92.71
U0328,pop,premium,11,155.6,6,3,mobile,1,50.77
U0263,classical,premium,1,264.5,7,,desktop,0,37.43
U0052,rock,family,22,46.2,8,4,desktop,0,36.85
U0172,classical,premium,11,106.9,0,4,mobile,1,66.73
U0342,classical,family,23,48.2,2,3,desktop,1,67.79
U0326,jazz,free,4,83.0,9,3,mobile,0,16.9
U0215,classical,free,13,268.5,6,2,mobile,0,69.79
U0084,pop,premium,23,47.8,7,1,smart_speaker,1,24.76
U0176,classical,family,11,288.0,4,4,smart_speaker,1,45.11
U0168,classical,free,21,223.5,8,4,mobile,0,53.06
U0482,classical,premium,15,297.7,0,2,desktop,0,82.02
U0285,rock,free,7,71.4,1,4,desktop,1,58.28
U0042,rock,free,19,280.7,1,0,desktop,1,72.39
U0079,hiphop,premium,0,130.0,4,3,desktop,0,63.16
U0313,rock,premium,5,190.2,1,0,smart_speaker,0,33.67
U0220,hiphop,free,22,297.8,0,0,mobile,1,75.87
U0424,electronic,premium,21,40.9,4,0,smart_speaker,0,98.33
U0315,pop,free,5,252.5,7,4,desktop,0,64.28
U0311,jazz,free,20,169.0,7,5,desktop,0,36.47
U0174,electronic,free,22,152.2,8,5,smart_speaker,1,47.97
U0434,jazz,family,10,154.5,2,,mobile,0,22.84
U0230,rock,free,23,238.0,5,5,desktop,1,55.34
U0344,classical,family,18,221.5,7,2,mobile,1,16.42
U0034,pop,free,8,249.4,7,3,smart_speaker,1,47.29
U0363,hiphop,family,10,232.9,2,,mobile,1,37.83
U0250,jazz,free,1,94.8,9,2,mobile,0,36.55
U0365,jazz,family,11,58.2,8,1,desktop,1,30.64
U0456,classical,family,19,83.1,0,5,smart_speaker,1,52.42
U0171,pop,premium,18,243.8,7,3,desktop,0,77.97
U0428,classical,free,14,270.7,0,5,smart_speaker,1,49.46
U0114,hiphop,free,12,,0,2,smart_speaker,1,26.14
U0445,electronic,family,9,209.1,7,1,smart_speaker,1,67.98
U0200,classical,family,10,207.1,0,0,desktop,0,62.4
U0011,pop,free,23,75.6,4,3,mobile,1,39.11
U0478,jazz,premium,17,202.5,1,0,mobile,0,37.07
U0395,jazz,free,3,121.1,8,4,desktop,0,28.31
U0183,pop,premium,5,81.1,4,4,mobile,0,35.5
U0176,rock,family,22,159.2,10,2,desktop,1,1.64
U0109,rock,free,19,238.8,1,5,mobile,1,52.31
U0235,hiphop,premium,20,273.0,0,0,smart_speaker,1,32.08
U0174,hiphop,family,0,262.7,1,0,smart_speaker,0,53.94
U0243,hiphop,family,17,122.0,9,5,desktop,0,36.64
U0440,pop,free,9,299.6,4,1,desktop,1,69.99
U0039,classical,premium,2,229.4,6,,desktop,1,34.71
U0269,classical,family,3,55.7,4,2,mobile,0,56.99
U0299,pop,free,1,257.2,8,0,smart_speaker,1,67.37
U0207,pop,premium,13,120.0,0,0,smart_speaker,0,38.33
U0245,pop,premium,11,58.9,2,4,mobile,0,62.14
U0359,pop,family,0,226.8,2,5,smart_speaker,0,100
U0003,electronic,family,8,227.1,3,1,mobile,1,30.05
U0271,jazz,premium,4,189.5,9,1,smart_speaker,0,57.88
U0131,electronic,family,15,,1,1,smart_speaker,1,48.46
U0298,pop,family,7,40.9,3,5,mobile,1,26.18
U0112,jazz,free,18,,3,5,mobile,1,27.63
U0371,electronic,free,11,141.0,10,2,desktop,0,65.77
U0075,rock,premium,11,209.8,10,3,desktop,1,31.86
U0032,pop,family,14,85.0,1,1,desktop,1,35.8
U0394,pop,premium,16,152.7,4,3,mobile,1,91.54
U0246,rock,premium,4,,3,3,mobile,0,35.15
U0370,jazz,family,8,103.4,10,2,smart_speaker,1,0
U0124,jazz,premium,7,210.5,8,4,smart_speaker,0,50.84
U0271,pop,free,0,216.2,8,2,mobile,1,31.92
U0392,hiphop,premium,22,188.3,10,4,smart_speaker,1,35.08
U0242,classical,free,7,261.6,5,1,smart_speaker,1,40.26
U0354,pop,free,18,92.5,0,3,smart_speaker,0,35.49
