activity_type,intensity_level,duration_minutes,heart_rate_avg,calories_burned,distance_km,steps_count,sleep_hours_prev,user_age,is_morning
swimming,high,,,618.967484587066,3.6767585909699596,12674.0,4.228506416341736,25,1
running,medium,49.83290158311141,107.25783400112974,240.4233146237696,16.89547500598427,11677.0,8.285701796238282,37,0
cycling,medium,38.9050070783951,128.8370620057764,222.50674265982232,4.70492652842593,,6.128381960658744,47,0
swimming,high,43.96071608687554,106.53060774450222,485.0278029369906,16.133996660925096,11187.0,3.0611517558125367,58,0
weightlifting,high,61.37432439468722,145.96447214805306,341.34269183721744,0.0,10373.0,4.839050619019123,47,1
weightlifting,low,38.118407454294896,98.16426610186562,164.25950506331935,0.0,,3.613034956651394,21,0
weightlifting,high,30.161175787031034,151.27708855228502,329.0091964893063,0.0,7877.0,4.384712195046712,32,1
running,low,10.482321484230198,107.0612517205537,554.5989533669057,15.568146928239807,10340.0,8.281887059291085,22,0
weightlifting,low,39.51710803290289,,496.9082950168775,0.0,5032.0,6.450670165365889,54,1
cycling,low,56.93627158274415,90.65383085053716,331.0578769583677,11.016145599422373,7558.0,5.702044231330079,48,1
swimming,medium,14.637375987428992,129.07121525016169,100.8659063939887,7.466501621683383,14638.0,7.829982489359089,47,0
swimming,low,14.445561260239208,123.0774267120006,531.0989514493224,0.11769366610884902,9535.0,8.077241641357574,24,0
weightlifting,high,89.07887041347608,142.93248529461766,384.13361601610245,0.0,7529.0,6.478296113316118,42,0
yoga,high,10.775420956883613,94.73778366706459,189.09998442848018,0.0,989.0,7.2194702039899505,37,0
yoga,low,18.279492004679966,153.6031758492015,65.55855429771054,0.0,1817.0,5.671351216245016,42,0
weightlifting,medium,41.82526947391189,140.58984962317183,129.04277117396185,0.0,12761.0,3.6922697759347405,32,0
swimming,low,70.92417217801321,158.01864671202804,103.93600370656401,1.4861647444501314,11138.0,6.655243191660449,52,0
running,medium,69.94439906588124,114.45171386149268,342.56959401876594,0.8332664876077511,12526.0,8.030318696105077,44,1
running,medium,59.825385552606065,99.85229982179101,244.86439851438192,17.450653828583185,8671.0,5.358528107782439,25,0
weightlifting,medium,47.9049721853661,139.10136315388948,518.7551465355095,0.0,8640.0,5.910055871941231,41,1
cycling,low,45.450977465982604,152.36389383469725,392.9870904015215,12.45648642473552,7958.0,7.691757479125752,59,1
cycling,medium,13.770494042395372,103.99385664222385,485.3352528082481,14.873138044681562,,7.320560838036636,37,0
yoga,low,75.11658396597801,99.05157806035663,330.08601850068993,0.0,4953.0,5.366661079982328,29,1
cycling,low,87.48474981071922,91.78006769145816,370.20649240618457,13.844831668745446,7450.0,3.562522592831719,23,0
running,low,99.61342826313702,137.376351371054,542.0596753150958,10.146657009582096,7046.0,5.833685720802288,37,0
cycling,low,35.01126937676686,103.53048220606232,603.5225920807088,3.6527351600765234,9924.0,3.9604398306322426,40,1
swimming,high,50.66842025099354,126.11728501870583,67.25062097605267,4.1360225420382735,3243.0,6.785301997062826,56,0
yoga,medium,33.12147791254148,,497.03201613229567,0.0,376.0,8.260587770003582,46,1
weightlifting,low,74.65105697663441,87.38487617712474,146.29973778716413,0.0,,6.614045428289952,45,0
cycling,low,75.37357019725223,110.60445703084982,440.81187190525225,10.875262746906909,2688.0,7.030452771608182,18,1
yoga,high,26.236829279157625,109.61879128898096,399.53400335231424,0.0,12858.0,8.45849741273938,30,1
weightlifting,high,29.332074757145524,110.9661157332868,150.18184078678675,0.0,,7.862860854496756,45,0
yoga,medium,92.55637109815802,,451.77931695695435,0.0,11249.0,6.744024466199741,59,0
yoga,low,63.669810296122556,150.82087477026354,231.52835581647892,0.0,6663.0,5.62902688529624,48,0
cycling,medium,25.60048335319162,132.9812395688139,507.4726427702996,14.104750786993135,,6.238208949900324,21,1
weightlifting,high,42.19582196016643,153.52125769789805,574.1227965724017,0.0,6979.0,7.665635318261552,40,0
running,low,48.776511386516276,154.15853692311958,327.74841975311716,8.711793676583444,12944.0,8.984750857479398,23,0
yoga,low,73.62039497359379,155.56568805001137,88.35426085279843,0.0,7637.0,8.783287904414106,32,0
running,medium,84.33166488472865,140.74064932954218,487.2982085666754,12.327437240637904,9477.0,5.100763416676907,33,1
cycling,low,,124.67564323747266,567.4519538363503,5.278135238110893,5612.0,4.338059766278001,26,0
running,low,20.83685774487705,94.59956013417353,233.2216351817969,10.870796276803905,2251.0,5.907017235470901,57,0
swimming,medium,17.217852125818425,94.49202174507016,499.8417961376659,8.30239052084819,9399.0,6.503068524100967,56,1
cycling,high,68.56753293983884,130.1797101341734,465.09206573823303,10.002806552176754,7274.0,4.500585740097899,25,0
cycling,high,72.94821535915185,81.06290279725587,273.4714827749985,2.0793843197261674,5184.0,4.689111660003652,45,0
swimming,medium,,86.7176571099615,161.40945426672954,9.309924427126024,3877.0,7.586866463414156,19,0
yoga,low,56.55216558562177,100.38561019189368,256.6537771940615,0.0,10439.0,5.857781113112563,41,0
swimming,low,83.22703631611057,126.68992643265611,217.26428931161618,2.9630154213020754,4768.0,4.326139377081052,51,0
running,high,77.82768448733046,156.89320528757565,475.9508366696795,9.823093434934194,,6.338658117628394,42,0
cycling,high,87.50394293496981,117.52578251699515,390.8932029068869,6.601621064620325,3896.0,7.49223834285165,41,0
swimming,medium,59.018307760526206,96.90395583876055,495.99889442989416,14.583254625900473,11301.0,7.19494434639315,24,0
cycling,high,50.738968296789416,105.94329694427249,618.1157815416543,15.112015426747408,5624.0,4.169389199155738,23,0
running,high,66.24500862350922,90.2886995828412,550.815206501987,13.504744700753715,7177.0,6.045114194487635,40,1
swimming,high,74.06183283645788,97.8900609835482,504.6547742329566,4.77999268982116,13913.0,8.035057011253922,49,1
weightlifting,high,32.387943048212435,139.9420081504853,362.7435296742331,0.0,10775.0,3.7201316972208174,36,0
yoga,low,76.83617662993201,87.57458170745241,454.6305020879087,0.0,11044.0,7.04385288484518,24,1
running,high,,,260.29315679179905,12.904369146692908,5090.0,7.706713908772442,31,0
yoga,medium,,127.81048882441151,328.677718121746,0.0,12605.0,3.926026462186572,20,0
cycling,high,32.934851969058315,89.79247272509853,128.5407446147363,0.45295111489524587,5786.0,8.3205087474963,47,0
running,high,80.13272497420193,130.69609345281927,206.5394288180937,18.5899808785546,14824.0,5.3856468683289815,24,0
swimming,medium,87.90462352180484,157.72223446579525,378.84952368076824,0.07475161991621349,,4.294653206430809,21,0
swimming,low,79.9670033331291,156.89500274892617,161.3620950816158,4.8774756767449094,9886.0,4.2927150610488685,43,1
running,high,68.50223347356365,82.04527201897578,598.1431238847829,14.985847680417212,12471.0,6.282298963972129,25,1
running,medium,89.14501927191078,136.9244184072948,311.2975490489401,0.7818074585323043,8160.0,3.654390710578441,38,0
cycling,high,14.535837000374183,133.17284245910236,421.1025960484742,12.216468512251682,10996.0,3.630324112281095,56,1
weightlifting,low,42.55551279132193,115.74239779383163,261.6879009859167,0.0,1871.0,3.276598176792222,40,0
running,high,97.44478122851883,102.13749967614869,431.8223110442599,4.170538926845097,,4.602477138081752,53,1
weightlifting,high,56.917042503518935,116.10891984868705,627.9539249909303,0.0,12003.0,3.4654279668705037,30,1
swimming,low,41.73071444842987,102.05643457031667,379.721681511771,14.509646463351483,2136.0,6.71657045472664,30,1
swimming,low,32.122266851437416,80.4560578367745,238.6119782711555,5.243490492387259,3639.0,8.030863095389932,32,0
weightlifting,high,36.52770028285791,139.38646384093443,647.601476122293,0.0,8624.0,5.173879954620903,48,0
yoga,high,11.535161570683547,144.35549962925302,640.5514259537262,0.0,11441.0,8.314867457219577,34,1
cycling,high,73.52126354828773,154.9723492581528,401.1771976024735,16.20335225414143,2232.0,6.721850721061098,52,1
yoga,low,12.530922627890906,85.47825894335872,133.22671089264315,0.0,14409.0,8.191189639222191,19,1
yoga,low,77.15222712194755,127.01933379614468,80.1807910095628,0.0,,5.265091187924402,33,0
weightlifting,high,13.431048013043736,144.99536378969464,164.7566309134155,0.0,14924.0,8.600136887447366,51,1
swimming,medium,23.138974363857628,,414.80457480651535,12.521869389987078,11288.0,4.783717255805961,50,1
cycling,medium,,155.43627508074007,330.70106357499816,0.8751513646278308,7282.0,7.556559810524632,46,0
swimming,low,17.23503807853927,98.54088000305524,430.6123944328428,3.0944900658645214,5440.0,5.332978848449263,41,0
cycling,low,14.227192323939638,100.90192747292672,396.5820505968739,15.07044446626427,1447.0,8.556052847994891,35,0
swimming,low,97.64456491510478,141.41801333957574,418.52826437176884,0.4237614687644209,1318.0,6.3400454970097755,40,0
yoga,low,94.8522550855509,87.44965604166437,323.44796229799834,0.0,9441.0,3.397021736711616,28,0
yoga,medium,69.19588745932985,94.45611937826399,50.60064819022529,0.0,11602.0,6.9171645919352205,48,1
weightlifting,high,74.19480990975698,124.45861389981916,325.07444137808744,0.0,13613.0,4.178435489749286,40,0
running,medium,,123.72051887666073,573.8188659851978,19.798229391148553,,6.299338672360209,54,1
cycling,low,13.599831653570646,134.095706364823,426.5692607629972,19.06115260060234,14064.0,6.289284693331856,19,0
weightlifting,low,32.428012634778696,94.77708889438728,194.70164693699556,0.0,4453.0,6.41905676369379,21,1
swimming,high,54.38546282543078,119.09519610576746,243.3724231283267,5.96011422376193,14098.0,6.385059755862827,58,0
running,high,78.57435080094763,133.8987648491993,275.9156363214123,2.9191786627844096,13782.0,6.6213523519290725,28,1
swimming,high,50.9239162552278,114.33061525720409,201.42855924388797,5.94433950255604,2324.0,4.072275809625028,56,0
yoga,high,43.00717375977217,102.84079856487438,91.41443968688962,0.0,12911.0,8.434157954870464,29,1
cycling,low,16.54451280947598,122.44212433043705,600.0222987174537,5.0425005176689375,10555.0,3.9620327013396333,26,0
cycling,medium,25.039844633700984,144.7329240376089,550.4837349708719,5.277773198136537,10536.0,7.873536416916274,55,0
yoga,medium,47.93565759870319,93.1178144064621,194.6463747904565,0.0,12606.0,8.689547683271538,21,1
weightlifting,low,34.14453941293564,147.4915659093211,466.49936628370244,0.0,8049.0,6.0732286466983485,54,0
running,medium,47.987418195627484,116.89748252612691,118.3988817861081,16.717633346103348,7601.0,6.454360361944083,54,0
swimming,medium,65.62240897910198,132.38539261253356,152.2526754980054,11.661097097847144,5505.0,6.598366391078549,48,1
cycling,high,34.09796386156777,128.53553685779383,350.0897249075313,13.524366780860424,12978.0,5.2360971892390475,47,0
running,high,96.16914853741744,,511.74467254058357,5.505952316905316,13516.0,8.86912892048176,36,0
swimming,low,58.79799714409299,139.4824440319065,71.06506125367784,2.851540091200111,2408.0,6.735510576964853,25,1
cycling,low,97.15083256353104,116.69272547725237,592.8738229046602,16.835754179267678,11582.0,5.808399458931962,52,1
weightlifting,medium,52.684024835153465,88.07575948474168,181.70077219969906,0.0,4132.0,6.4437562702433535,32,0
cycling,high,62.183936540904945,,169.72284498272154,6.838141160153159,2757.0,5.544937156892221,44,1
yoga,medium,,151.17712125000287,589.4628700105667,0.0,,5.741955637178405,20,1
swimming,low,43.4751852307949,124.0280025876065,177.79441010516769,1.0841262013976283,8599.0,6.3550812823530105,34,0
yoga,low,74.05140917055411,129.73454911261587,204.52051691025815,0.0,4196.0,5.124970451332807,22,1
yoga,low,,101.49031631535365,628.289909106032,0.0,3634.0,4.332761658942054,30,0
weightlifting,low,31.076150164163217,139.00757912542304,144.31681027964575,0.0,1477.0,4.381140849442666,43,0
swimming,medium,43.57804586361475,111.0206319560026,180.5029621123221,15.328784132290817,4870.0,7.470230730559746,43,0
cycling,high,42.98916589808611,130.0065090421668,223.72185572845981,9.615170137807322,11611.0,4.46442889756908,21,1
swimming,high,21.249243832668668,157.81641943214262,324.11170808510946,0.7027268904830519,,5.189040751162713,32,1
yoga,medium,36.82623745953697,157.81305271839182,317.7803546647218,0.0,7239.0,7.856368090751835,45,0
cycling,medium,,87.8977654888416,202.78992236608454,3.3057164416825624,9042.0,3.5076618689146994,55,0
running,medium,81.66071121178645,,349.63430607066925,14.023361055060342,744.0,4.519860017040669,35,0
cycling,low,97.54522026312706,,193.50867456796632,12.30073978852743,,5.83495449094887,21,0
running,high,10.640651769887237,118.69283030681794,346.8253565865408,4.518743776695944,,5.449550513171287,35,1
weightlifting,medium,,132.24626495236163,416.9420670301145,0.0,14915.0,4.679648010564486,40,0
yoga,low,69.11026437999053,,561.6046082322707,0.0,12754.0,8.781124221368884,50,1
weightlifting,medium,34.893174385031415,122.73910454138783,89.01055406205819,0.0,2545.0,4.824922538831236,42,0
weightlifting,high,,157.43469108010123,241.5518285711567,0.0,11462.0,3.8815268287816833,53,0
running,low,45.91245240523869,,391.3328957160794,9.32646573646821,6762.0,6.992661924783167,18,0
yoga,low,16.880107175055038,112.49896387051317,595.9494106261986,0.0,,3.736210335700596,23,0
weightlifting,low,14.828469108456195,148.7387616104299,96.60277254232912,0.0,7213.0,4.961607077813746,32,1
swimming,high,71.28381715262361,117.58464018711436,436.94541315464915,5.622359371303604,13843.0,6.281190454259427,39,0
yoga,high,97.22569967858564,87.37097184018153,324.24332957739995,0.0,13158.0,4.076327505334158,18,0
yoga,high,60.2424606414382,,331.3793698808794,0.0,5873.0,8.192619600751751,27,0
running,high,96.47884284001213,145.69061556699918,72.96565947623739,12.143692607308449,950.0,5.731611557595902,24,1
weightlifting,high,29.57066386447933,116.32935054365254,282.49459831635284,0.0,13508.0,7.975003305799319,55,1
weightlifting,low,28.877731835830822,111.45884195159368,221.40217341019866,0.0,14794.0,7.517000548961153,21,0
weightlifting,medium,86.93173854913522,96.96334301706214,324.7254424872926,0.0,7670.0,3.87432647836512,57,0
running,high,,81.92159170216583,216.53965134388812,5.122920609688213,,6.315306403728992,53,0
weightlifting,high,71.13410868487163,85.78544401385828,576.3038651454835,0.0,8156.0,3.7882440897608864,18,1
weightlifting,low,63.15519495819564,138.63309333494368,516.5622075147767,0.0,10444.0,3.596118825312834,46,1
swimming,low,46.69932503933059,,595.6362434825769,15.904126839360764,7233.0,5.309234463898296,29,0
running,low,74.08461388057383,91.14311368952525,229.1511687079261,2.627950738316074,,5.093465308435051,52,0
yoga,high,70.79211710550902,159.4050535102889,386.14506013282704,0.0,3716.0,7.953684309901924,37,0
running,medium,98.58428469665002,103.7012039101333,419.0827041678041,10.738427401632158,4452.0,7.238038717465107,59,0
cycling,low,90.02855142071,94.10603950061439,101.60170415381371,14.877606295194836,,3.1540518246252955,40,0
yoga,medium,73.8713341009258,114.94637940098336,140.96968329115163,0.0,3826.0,5.979113952817066,37,0
weightlifting,medium,41.100671630273,86.20868770331339,310.9959871283613,0.0,14296.0,4.219720497277089,39,0
weightlifting,low,65.94194551034177,91.08215144075638,349.7487842140664,0.0,121.0,3.6027707928359503,54,1
cycling,high,33.25054742416321,136.92973402888015,109.50804493352507,6.838196620521995,,7.233893804409915,49,1
running,medium,94.29355324940941,152.96708596669274,303.146766639138,7.11742755831308,11833.0,6.340843296433928,45,0
weightlifting,high,,152.44954164763368,74.74137769801361,0.0,,8.538445271979505,19,0
weightlifting,medium,25.593836088655383,122.05342362210658,128.34159459009493,0.0,8928.0,8.634411247636134,43,1
cycling,low,82.69822891207707,92.03676035589956,493.02441138969505,16.29211252259858,3313.0,7.797585209598829,48,1
running,medium,78.81760481116929,,453.2311202626254,13.73096643816153,10020.0,4.779010676139517,50,1
cycling,high,96.55505649915094,120.15292685618587,564.4498453609444,18.537281415940527,10617.0,7.578958184801745,44,0
cycling,low,99.10561455038594,118.676035103212,504.2218896963841,0.7788807857638669,11018.0,5.70676539631524,47,0
cycling,medium,54.381064122694646,135.41353721864897,486.7083662240054,11.432125459045132,7375.0,7.481888249150118,27,0
swimming,high,22.796469471168447,130.98689128487212,402.6446183087901,3.640127815582739,14556.0,6.269338852711019,56,0
swimming,medium,22.65834148847322,138.96691972975026,117.5222769412236,17.00342070907959,12994.0,8.99216018466595,25,0
cycling,medium,11.897099710169988,100.63450710159086,477.169299370115,5.002415198165496,8586.0,6.999663422669555,35,1
cycling,medium,23.888688932584145,132.0378204745232,138.28152283890924,8.228738730875158,10235.0,6.220679991364865,31,0
weightlifting,low,76.87820064959438,107.41225579707935,467.7456984823846,0.0,4121.0,4.296078005601895,31,1
cycling,medium,10.015697049125698,106.8702613708707,633.5766750310775,0.9406265010377624,14154.0,4.792435826772209,52,0
running,medium,,,562.5757292141554,10.780412663071237,9677.0,6.912997211255817,21,0
weightlifting,medium,70.1753053575121,84.80857418712046,597.6446714624062,0.0,13423.0,8.053676990205105,23,0
yoga,low,27.10587688853779,86.42278226316746,253.08123684830352,0.0,4329.0,4.020008048734368,25,1
weightlifting,high,65.89339781878377,138.4733623652936,368.1099090303794,0.0,14735.0,4.292660304850996,27,1
cycling,low,69.41258314343976,84.42505434454148,356.93342785311233,19.938062452538492,1581.0,6.284113113353512,54,0
running,high,59.327252184008856,146.4201978598722,425.6126456156512,17.867310077827618,7955.0,8.90932114703805,32,0
swimming,low,11.973521251304735,139.92556222106913,645.5480857836509,9.252102745992106,1657.0,3.576590532812344,56,0
swimming,low,65.30217079969177,96.27084224497068,103.1776611547821,11.881158423724722,2846.0,8.97986937525842,31,0
running,medium,,107.98996692879945,281.0268008786969,6.830953385701615,11462.0,3.609969416724356,37,1
swimming,high,13.488800457230548,129.5675869362134,347.74165557555705,6.018572416397818,991.0,8.616428739490537,26,1
yoga,high,87.82090773327013,137.04603001609811,395.36186323244897,0.0,5740.0,8.339807909642728,29,1
weightlifting,medium,86.11693318230853,109.06793625921972,181.6727655213868,0.0,2874.0,7.819573523366537,45,1
weightlifting,low,92.74515410327456,145.88446026295105,353.107058861253,0.0,12754.0,6.462833317954835,29,1
yoga,high,19.08711173241091,141.87182458645827,603.3099635765545,0.0,1235.0,8.565867281763865,22,0
cycling,low,37.95872545381936,88.95814623738787,199.8670765544693,11.67571334827042,5048.0,5.608107343141015,18,0
swimming,low,27.286170692761072,139.3709444001086,96.86087163587052,18.411843714612463,12843.0,3.0248348794286883,30,0
cycling,medium,39.65643787764194,152.8781387798512,355.72138045735085,14.091136394979253,10303.0,6.8223353693971,27,0
yoga,high,21.933317538866888,129.93942265143914,414.8861829481648,0.0,10549.0,4.291510113169158,31,0
running,high,58.54598445414044,151.3562993532699,617.7160089478999,2.0821810061337054,14867.0,5.021559150873575,56,0
yoga,medium,,141.50647133299645,533.001813932166,0.0,351.0,7.128767071815313,37,0
swimming,medium,96.39418963048658,92.31254309788812,353.06474050391677,5.489095040514023,,3.0588412803925418,47,1
cycling,low,82.34676408756935,,491.89138749638306,7.141439221040969,11174.0,7.5409178435212505,20,0
running,medium,53.09850354457864,88.88301827683384,192.2986407869103,16.659091520564463,11222.0,5.585421236346481,55,0
yoga,low,42.541772029141995,97.36908097346291,604.6245595556342,0.0,,5.461418428881959,33,1
running,medium,39.734578711878115,156.99465856828058,644.5683725079289,15.448878531813996,1083.0,3.9827237404868097,38,0
swimming,high,65.93986540465747,143.3646584733375,241.00441945145735,9.001489146227522,1259.0,4.970726620990334,36,0
yoga,low,70.81309488493945,108.921872697194,541.7741949470238,0.0,11592.0,5.424268785496377,33,0
weightlifting,low,42.17021041747089,142.50161053047935,170.61745794335627,0.0,9176.0,8.262667514757268,26,1
running,medium,65.46268956551933,115.15514582505537,113.36205649566125,3.5108666006343103,,8.257157494788817,40,0
yoga,low,22.938464888250294,,444.8787305087454,0.0,139.0,3.95532299550543,38,0
weightlifting,low,15.091899740286713,109.1833546526887,649.1380412362964,0.0,8001.0,7.748927854104152,25,0
running,medium,81.620600024251,109.9061227932565,394.64626383205785,6.9905298650298135,1356.0,7.1945665187910155,50,1
cycling,medium,,151.82159205955156,482.6620577478793,2.721202593544978,11225.0,7.890315112578191,19,1
yoga,low,87.97968905722344,130.40942006388133,238.71857879462354,0.0,5110.0,7.389817327852293,41,1
yoga,medium,94.88610659795229,137.30762510405833,614.1665284302555,0.0,12112.0,7.05021710143001,32,1
swimming,medium,28.231677298802275,159.6901129998373,116.77535613469747,1.924584415505628,1433.0,6.1250378917340935,56,0
weightlifting,high,34.873141535943326,100.46452338808736,197.94442282768298,0.0,7409.0,7.7655863973878985,32,0
swimming,low,61.29637122405475,149.36566916308377,522.0445353548876,8.353585336357535,1496.0,6.667791601440543,33,1
swimming,low,36.43915594886247,91.54425141227753,609.499798033142,12.054529309249059,11705.0,4.942146564348509,38,0
swimming,high,15.332294071064458,120.62501113541498,573.3687627799883,9.878019402482128,8399.0,3.150070763384166,53,0
running,medium,58.34141911982922,123.06412845920025,493.1165548751046,4.040639078656902,3520.0,8.718441602431849,20,0
yoga,medium,22.08436022355606,93.06896837347816,180.37970026446985,0.0,14442.0,4.790954535218674,30,1
swimming,medium,59.84060474483396,,258.2109003016014,16.003801303638703,10229.0,4.426012568382811,37,1
running,medium,26.79629779257929,133.15478637557663,393.12141559122244,7.527585219208943,5045.0,4.201371411430023,25,0
swimming,low,67.89219356173626,121.67037470047195,421.02140281697837,2.2294952951579172,12829.0,4.139594254033984,26,0
swimming,high,82.89414627425013,103.09080158682694,371.35380806739687,4.186272177545252,5699.0,3.5020009018369107,35,1
swimming,low,21.91919665562486,,494.7257049979166,4.8490912160556565,14136.0,5.418544634757507,53,0
weightlifting,low,93.8235150424216,131.84048860976893,187.33743411511043,0.0,4456.0,3.7166486858453958,31,0
cycling,medium,72.3859784519989,138.9475884770129,238.5580144362129,14.49991872030913,14765.0,7.828867056786127,38,1
cycling,medium,69.31992490085669,126.55176122971457,63.176172506372374,3.5254800447813506,937.0,7.085815605421867,28,0
weightlifting,low,68.75921027096678,140.53456533525846,67.00858624052924,0.0,11018.0,6.77971832107395,41,0
running,low,34.63252420735185,102.08280822863632,482.0663729538212,4.5091080979539155,4371.0,6.033637539069059,22,1
running,low,,123.65342675276705,332.9560789618667,18.549540344297412,6358.0,8.171765486379247,50,1
swimming,low,70.99207074793193,98.37962848488287,162.49473215215906,18.257068237682773,9542.0,8.284423936021593,19,1
running,low,44.21433200928148,,97.00616031009,5.925544397381792,687.0,5.921914178151203,59,1
swimming,medium,89.30356111139062,113.03109567171845,367.8993097817273,3.6649834836680717,3353.0,5.442307505798174,34,1
swimming,low,30.398872954513593,130.9133755163729,640.935417125478,5.925433876058528,,6.5648725086740045,54,1
cycling,high,76.69064609944826,102.0952870123863,592.3948614485955,12.837090267062173,11094.0,7.9518762751690115,42,0
running,low,75.79440998422889,89.63365269602303,494.09256577506073,6.9606386838199,3318.0,6.678476141531002,57,0
swimming,low,75.11251633929425,84.18932368641661,537.4767717732027,10.927057008665846,7474.0,3.774898065027797,48,1
swimming,high,65.35597561050506,129.32834502559933,244.20797642931856,19.546517081600708,,4.421405009961932,32,0
yoga,high,34.56177707390752,140.86798158496674,113.63752643431118,0.0,3541.0,7.479404106070838,55,1
weightlifting,medium,95.87338216398963,104.9808284048853,300.81228610932646,0.0,14027.0,7.142277424589223,59,0
yoga,high,36.701813144107234,,642.6967794378348,0.0,7612.0,3.265082794245643,39,0
weightlifting,high,36.08960481230862,,263.38062064407654,0.0,9757.0,3.737909464993844,35,0
running,medium,87.1128612167723,132.94203406244267,604.1127635137481,6.649960583142176,10565.0,4.935650373711076,28,0
weightlifting,medium,93.30915190837534,153.49539615866445,449.26034419251704,0.0,12317.0,7.859251331109808,42,0
cycling,high,49.90674399560385,145.19171803731692,526.6569676705151,17.393943928649314,3948.0,4.180321145441852,44,0
weightlifting,medium,12.263791420460933,116.21996931765689,210.21293657007166,0.0,1178.0,3.897623542276828,37,0
yoga,medium,60.96249255084391,106.3230324040412,263.0043447136895,0.0,7008.0,3.8262004521022326,37,1
yoga,medium,88.77938914420626,117.54258616880352,156.07641211379212,0.0,2550.0,8.492668507414676,53,1
running,high,95.12668629716153,94.26502710406106,344.9434154027481,6.827415275853969,306.0,7.454176627462463,51,1
running,high,33.9092944809498,99.72796212082773,117.23542285348924,2.0866971524915834,13795.0,3.273963837471615,45,1
weightlifting,high,83.57451191566506,84.34470812911972,587.0179588556647,0.0,9398.0,7.108569376624734,21,1
cycling,low,78.48630834827591,88.14927665877288,205.96257083668115,16.554926107263306,6215.0,6.41693876539229,28,0
yoga,medium,87.71933185438941,109.14060110106071,204.64711832861877,0.0,2046.0,4.691173674963061,51,1
weightlifting,low,84.77471106499735,157.75556128352974,78.89447702535966,0.0,11418.0,4.735167286200772,47,0
swimming,high,69.09470633862361,123.04485356634471,560.314241195666,8.461611178398726,7995.0,3.961307362742481,25,0
weightlifting,medium,51.116786690429805,86.08375171074628,181.90543032633806,0.0,2614.0,3.917560588174817,29,0
swimming,high,,157.2093150319182,189.5811694492468,0.4669827407167726,14734.0,6.690060515531618,21,0
running,medium,71.21364455810087,,505.6933072284457,14.481493929266229,14262.0,6.257808783657299,27,1
running,medium,32.29820293618687,110.81146777888719,346.89053670858334,14.595085543457202,13907.0,6.332409046722654,52,1
swimming,high,61.91734696314238,147.56234334222,217.52479085939106,14.486223559003733,12399.0,8.265989473965071,30,1
running,medium,18.075195964219635,116.39632758241049,556.586769629391,18.598375971224456,7973.0,5.450435151641426,50,0
weightlifting,medium,36.197424443680816,110.17764432572959,62.83617379221951,0.0,4506.0,7.432621248174749,19,1
yoga,high,12.155194976203791,86.11678274186747,551.6453794351858,0.0,9775.0,7.477635830837348,34,1
running,high,16.329083822073798,152.49470488007785,476.262130447043,15.839051309377407,,6.188864693522185,56,0
weightlifting,high,17.20413050065833,149.35158441615312,489.1141826633907,0.0,,7.802139490893969,55,0
weightlifting,medium,,142.71663666362116,187.50813462438674,0.0,991.0,7.6385223080658555,31,0
yoga,high,25.67746794097908,113.28589659539143,350.90908859538837,0.0,203.0,4.634677150833076,29,0
weightlifting,medium,23.50479276276655,152.93815396368683,414.44414537380464,0.0,10732.0,4.1536256050868285,34,0
running,high,88.25610650824305,121.09928895242149,92.23570143220996,1.9910252823245767,5140.0,8.419678618445577,44,0
swimming,high,58.40145623586798,122.55049993772406,613.7112994509522,8.028636818002111,,3.21304592489513,33,0
running,medium,,156.522995786273,408.3537633237428,0.8376047589322599,11699.0,3.973984179741287,38,1
cycling,high,25.88365134171369,135.82917023216496,112.14282995830092,14.74690983446941,12529.0,7.82972792507702,34,0
swimming,low,83.36049364665416,91.91098093728696,351.085941329573,16.365993128641556,9237.0,4.134487366572213,29,0
swimming,low,66.34719184296031,141.33113004919716,618.1822119286063,0.2513982121294811,12701.0,5.906347829325892,39,1
swimming,low,37.146201425485394,93.55064686424437,604.359273863552,2.3841856146936036,9883.0,4.1197625215079645,47,1
yoga,low,11.306050930155246,,407.4550220225614,0.0,13909.0,4.490776292632294,57,0
yoga,medium,43.369956030577896,127.34248027777984,181.87549732157154,0.0,13452.0,7.035205867331126,59,0
yoga,high,39.153419943317544,135.1979639199676,431.5167498498999,0.0,649.0,3.222632377375586,42,1
weightlifting,low,35.78396862677532,159.93407152500535,289.45269125102396,0.0,4014.0,6.637058920555226,54,1
cycling,low,96.71680922862616,113.76368538252756,375.7680250623237,11.237163785270551,5832.0,7.914182244289491,18,1
weightlifting,medium,84.18038475239412,121.24222163413079,533.2234968604389,0.0,,4.722499652861989,31,0
yoga,medium,79.65556179224976,106.18003222821325,488.6045668808694,0.0,2653.0,8.16020700086409,55,0
weightlifting,low,62.88860817770274,147.93339592166308,332.4615985320188,0.0,13102.0,3.458168490530168,51,1
yoga,high,,144.30098035632608,617.4519860785534,0.0,375.0,5.307000331497288,46,1
cycling,low,,156.60539130269683,507.2263258853946,11.76042818817287,2727.0,5.973574774319703,58,1
cycling,medium,62.19426275489581,132.72647014440827,215.06363754258135,7.49061629199725,11403.0,3.8978426648005056,59,1
swimming,low,46.9241166116851,,590.5876296122946,18.998737188757136,3349.0,8.907995991670031,36,0
swimming,low,34.91680390955769,87.95677883309934,80.37611032076029,4.215206312456874,3875.0,3.506377989160687,24,0
weightlifting,high,,145.7716559597938,92.86891118125837,0.0,14512.0,8.029010946003456,36,1
